"cbsacode","num_counties","cbsatitle","num_munis","num_local","pop_muni","pop_total","hhi_pop_muni","hhi_pop_total"
38180,2,"Pierre, SD",4,5,16601,16631,0.728608849098567,0.725985856742026
38210,2,"Pikeville, KY",8,8,15636,15636,0.306077011934532,0.306077011934532
38220,2,"Pine Bluff, AR",8,8,49510,49510,0.674937566499504,0.674937566499504
38240,1,"Pinehurst-Southern Pines, NC",11,11,56832,56832,0.217403832005173,0.217403832005173
38260,1,"Pittsburg, KS",10,19,29945,42014,0.502472701037225,0.271698611779829
38300,8,"Pittsburgh, PA",265,483,1170175,2439023,0.0725127255673738,0.019927842776971
38340,1,"Pittsfield, MA",2,32,56521,128657,0.648098694333721,0.145479688299775
38380,2,"Plainview, TX",7,7,29761,29761,0.464888336509869,0.464888336509869
38420,1,"Platteville, WI",19,52,32616,52527,0.17302200604996,0.0729347953508262
38460,1,"Plattsburgh, NY",4,18,26705,86392,0.580949811158349,0.102812638997683
38500,1,"Plymouth, IN",6,16,20124,66245,0.338473640925763,0.120686117943407
38540,1,"Pocatello, ID",7,7,75849,75849,0.610521617496777,0.610521617496777
38620,1,"Ponca City, OK",7,7,36275,36275,0.491140622047771,0.491140622047771
38700,1,"Pontiac, IL",14,44,25023,60687,0.260357456313832,0.100329139580366
38740,1,"Poplar Bluff, MO",4,4,17237,17237,0.878701765986798,0.878701765986798
38820,1,"Port Angeles, WA",3,3,31760,31760,0.48057045243292,0.48057045243292
38860,3,"Portland-South Portland, ME",7,67,190039,556893,0.202749159060423,0.0359102946058149
38900,7,"Portland-Vancouver-Hillsboro, OR-WA",58,58,1775481,1775481,0.157847628040136,0.157847628040136
38920,1,"Port Lavaca, TX",3,3,12841,12841,0.776893539931926,0.776893539931926
38940,2,"Port St. Lucie, FL",8,8,293442,293442,0.580316796664512,0.580316796664512
39020,1,"Portsmouth, OH",5,21,21198,74248,0.734788984440024,0.103338658534749
39040,1,"Port Townsend, WA",1,1,10306,10306,1,1
39060,1,"Pottsville, PA",31,67,71626,143264,0.0730522101814391,0.0286128192818178
39150,1,"Prescott Valley-Prescott, AZ",9,9,152517,152517,0.220922779577155,0.220922779577155
39220,1,"Price, UT",5,5,13520,13520,0.424716090122895,0.424716090122895
39300,5,"Providence-Warwick, RI-MA",13,59,900182,1675774,0.106438787021844,0.0367492860986267
39340,2,"Provo-Orem-Lehi, UT",29,29,684176,684176,0.0881240837327644,0.0881240837327644
39380,1,"Pueblo, CO",3,3,112881,112881,0.990942162643133,0.990942162643133
39420,1,"Pullman, WA",16,16,41959,41959,0.618570913496813,0.618570913496813
39460,1,"Punta Gorda, FL",1,1,19981,19981,1,1
39480,1,"Putnam, CT",1,16,4160,95280,1,0.103719015050254
39500,2,"Quincy, IL-MO",20,43,50715,115669,0.60050192549218,0.234401615082496
39540,1,"Racine-Mount Pleasant, WI",13,17,171707,196809,0.258367286708651,0.200896212003489
39580,3,"Raleigh-Cary, NC",27,27,1025563,1025563,0.251776244349145,0.251776244349145
39660,3,"Rapid City, SD",17,45,105185,105939,0.544295663849465,0.536577853791299
39700,1,"Raymondville, TX",3,3,13251,13251,0.658504577971829,0.658504577971829
39740,1,"Reading, PA",28,72,174652,429318,0.307132194230859,0.0675346698353491
39780,1,"Red Bluff, CA",3,3,23221,23221,0.519973078782526,0.519973078782526
39820,1,"Redding, CA",3,3,115271,115271,0.67533325143958,0.67533325143958
39860,1,"Red Wing, MN",9,30,33296,48014,0.301821937735088,0.150424636200398
39900,2,"Reno, NV",4,4,405321,405321,0.516777156100639,0.516777156100639
39940,2,"Rexburg, ID",10,10,44266,44266,0.64752144115616,0.64752144115616
39960,1,"Rice Lake, WI",10,35,21758,46772,0.229507168327575,0.0649614270482912
39980,1,"Richmond, IN",14,29,45265,111721,0.633471727773101,0.239732386577074
40060,8,"Richmond, VA",10,10,315678,315678,0.535957391933201,0.535957391933201
40080,3,"Richmond-Berea, KY",7,7,58249,58249,0.455314399505529,0.455314399505529
40090,2,"Rifle, CO",9,9,47219,47219,0.15958651654212,0.15958651654212
40100,1,"Rio Grande City-Roma, TX",4,4,30951,30951,0.402906970861436,0.402906970861436
40140,2,"Riverside-San Bernardino-Ontario, CA",52,52,3950885,3950885,0.0330747800133019,0.0330747800133019
40180,1,"Riverton, WY",6,6,20212,20212,0.417150801934875,0.417150801934875
40220,6,"Roanoke, VA",9,9,139943,139943,0.536595543187263,0.536595543187263
40260,2,"Roanoke Rapids, NC",16,16,26250,26250,0.350085706303855,0.350085706303855
40300,1,"Rochelle, IL",13,37,29580,81029,0.159704924612824,0.0670815713096153
40340,4,"Rochester, MN",36,106,180796,227162,0.458361941132389,0.291516706838498
40380,5,"Rochester, NY",40,117,347215,1167742,0.374522725716374,0.0528855308164379
40420,2,"Rockford, IL",16,39,263035,599313,0.344027234717511,0.156027257193895
40460,1,"Rockingham, NC",6,6,17127,17127,0.406487718992971,0.406487718992971
40540,1,"Rock Springs, WY",6,6,35348,35348,0.538551358516583,0.538551358516583
40580,2,"Rocky Mount, NC",18,18,83408,83408,0.442317402387434,0.442317402387434
40620,1,"Rolla, MO",5,5,25198,25198,0.663677995224248,0.663677995224248
40660,1,"Rome, GA",2,2,38938,38938,0.940648745219002,0.940648745219002
40700,1,"Roseburg, OR",12,12,52997,52997,0.253938300140263,0.253938300140263
40740,1,"Roswell, NM",4,4,50512,50512,0.906944042043369,0.906944042043369
40760,1,"Ruidoso, NM",5,5,12924,12924,0.420912819759754,0.420912819759754
40770,1,"Russellville, AL",5,5,15549,15549,0.528148964153126,0.528148964153126
40780,2,"Russellville, AR",13,13,46585,46585,0.418094458814018,0.418094458814018
40820,1,"Ruston, LA",6,6,30535,30535,0.562939928676016,0.562939928676016
40860,1,"Rutland, VT",2,29,16941,61681,0.879597619186072,0.0958618389450356
40900,4,"Sacramento-Roseville-Folsom, CA",19,19,1499047,1499047,0.16554700994629,0.16554700994629
40940,1,"Safford, AZ",3,3,18484,18484,0.415876050131216,0.415876050131216
40980,1,"Saginaw, MI",8,35,57515,196538,0.594117423294789,0.111406673060318
41060,2,"St. Cloud, MN",33,79,155411,206446,0.22908440978902,0.131834357460291
41100,1,"St. George, UT",15,15,183439,183439,0.345205769619012,0.345205769619012
41140,4,"St. Joseph, MO-KS",29,47,88963,107532,0.652720299370985,0.450286157546181
41180,15,"St. Louis, MO-IL",270,375,1951509,2530443,0.0344323583830141,0.0221560603735542
41260,1,"St. Marys, PA",3,12,19053,30783,0.501970720039027,0.220580687455816
41400,1,"Salem, OH",13,31,44299,132667,0.166636905596053,0.0575133752701685
41420,2,"Salem, OR",23,23,327538,327538,0.322317329053119,0.322317329053119
41460,2,"Salina, KS",11,49,51097,62394,0.829330816121356,0.557839602906299
41500,1,"Salinas, CA",12,12,333221,333221,0.273774937924815,0.273774937924815
41540,2,"Salisbury, MD",10,10,53089,53089,0.409743363663232,0.409743363663232
41620,2,"Salt Lake City-Murray, UT",30,30,1234990,1234990,0.0753896678295048,0.0753896678295048
41660,2,"San Angelo, TX",2,2,100438,100438,0.98476509860863,0.98476509860863
41700,8,"San Antonio-New Braunfels, TX",54,54,1907709,1907709,0.583752035325286,0.583752035325286
41740,1,"San Diego-Chula Vista-Carlsbad, CA",18,18,2773433,2773433,0.273015917772635,0.273015917772635
41760,1,"Sandpoint, ID",9,9,15248,15248,0.380678449288655,0.380678449288655
41780,2,"Sandusky, OH",16,37,59858,139186,0.231313704811233,0.06733073830596
41820,1,"Sanford, NC",2,2,31967,31967,0.922606195866722,0.922606195866722
41860,5,"San Francisco-Oakland-Fremont, CA",65,65,4169262,4169262,0.0636911369264011,0.0636911369264011
41940,2,"San Jose-Sunnyvale-Santa Clara, CA",17,17,1845560,1845560,0.305192573039469,0.305192573039469
42020,1,"San Luis Obispo-Paso Robles, CA",7,7,158994,158994,0.1912522790421,0.1912522790421
42100,1,"Santa Cruz-Watsonville, CA",4,4,136095,136095,0.366882405737567,0.366882405737567
42140,1,"Santa Fe, NM",2,2,94347,94347,0.878054602678027,0.878054602678027
42200,1,"Santa Maria-Santa Barbara, CA",8,8,307535,307535,0.244611221054325,0.244611221054325
42220,1,"Santa Rosa-Petaluma, CA",9,9,352610,352610,0.304972760342156,0.304972760342156
42300,1,"Sault Ste. Marie, MI",2,18,13673,37079,0.962269992250212,0.179272103321247
42340,3,"Savannah, GA",13,13,241437,241437,0.395945788509355,0.395945788509355
42380,1,"Sayre, PA",14,51,18047,59892,0.167886862857915,0.0346814073654223
42420,1,"Scottsbluff, NE",10,10,27508,27508,0.370096454709097,0.370096454709097
42460,1,"Scottsboro, AL",13,13,25456,25456,0.397045350382869,0.397045350382869
42540,3,"Scranton--Wilkes-Barre, PA",64,139,361997,567750,0.0759963491528524,0.0341324737318372
42580,1,"Seaford, DE",25,25,66858,66858,0.0902368423033325,0.0902368423033325
42620,1,"Searcy, AR",16,16,41530,41530,0.359891058419267,0.359891058419267
42660,3,"Seattle-Tacoma-Bellevue, WA",78,78,2967053,2967053,0.0821443324475549,0.0821443324475549
42680,1,"Sebastian-Vero Beach-West Vero Corridor, FL",5,5,52186,52186,0.360958202228597,0.360958202228597
42700,1,"Sebring, FL",3,3,23350,23350,0.41378201743325,0.41378201743325
42740,1,"Sedalia, MO",6,6,24159,24159,0.817619285383335,0.817619285383335
42780,1,"Selinsgrove, PA",6,21,11133,39621,0.318375831140543,0.0689316151023617
42820,1,"Selma, AL",3,3,21849,21849,0.685618821603266,0.685618821603266
42860,1,"Seneca, SC",5,5,15855,15855,0.404642009077654,0.404642009077654
42900,1,"Seneca Falls, NY",4,14,6299,39987,0.610963933852422,0.126355819811544
42940,1,"Sevierville, TN",4,4,29227,29227,0.471829143417168,0.471829143417168
42980,1,"Seymour, IN",4,16,26590,72657,0.669381533774966,0.205688398117201
43020,2,"Shawano, WI",11,37,15265,44925,0.387789270223218,0.0719001147339798
43060,1,"Shawnee, OK",14,14,50532,50532,0.419447235769052,0.419447235769052
43100,1,"Sheboygan, WI",13,28,82297,117747,0.394672439641392,0.202065028709694
43140,1,"Shelby-Kings Mountain, NC",15,15,44050,44050,0.327803735565173,0.327803735565173
43180,1,"Shelbyville, TN",4,4,24920,24920,0.908766502245388,0.908766502245388
43220,1,"Shelton, WA",1,1,10763,10763,1,1
43260,1,"Sheridan, WY",4,4,21152,21152,0.819278162378039,0.819278162378039
43300,1,"Sherman-Denison, TX",16,16,97461,97461,0.287432624739105,0.287432624739105
43320,1,"Show Low, AZ",6,6,40337,40337,0.197240228785254,0.197240228785254
43340,3,"Shreveport-Bossier City, LA",23,23,275821,275821,0.498195869089203,0.498195869089203
43380,1,"Sidney, OH",9,23,27432,75409,0.565822401878,0.158488242357282
43420,1,"Sierra Vista-Douglas, AZ",7,7,78394,78394,0.391893821194099,0.391893821194099
43460,2,"Sikeston, MO",20,20,37570,37570,0.23135273990193,0.23135273990193
43500,1,"Silver City, NM",4,4,14528,14528,0.475070669019508,0.475070669019508
43580,3,"Sioux City, IA-NE-SD",25,37,122813,131286,0.502277164451645,0.440983683580245
43620,5,"Sioux Falls, SD-MN",40,125,256258,291410,0.592707343319782,0.458758424198188
43640,1,"Slidell-Mandeville-Covington, LA",8,8,60631,60631,0.310437664139055,0.310437664139055
43660,1,"Snyder, TX",1,1,11264,11264,1,1
43700,1,"Somerset, KY",5,5,14520,14520,0.686376376461839,0.686376376461839
43740,1,"Somerset, PA",25,50,23128,73639,0.122800481665149,0.0590228377022505
43760,1,"Sonora, CA",1,1,5004,5004,1,1
43780,2,"South Bend-Mishawaka, IN-MI",14,42,174536,492568,0.43814508778355,0.120526545478293
43890,1,"Sparta, WI",10,34,23336,46193,0.355070760413022,0.105604539289645
43900,2,"Spartanburg, SC",17,17,79609,79609,0.261504207373209,0.261504207373209
43940,1,"Spearfish, SD",5,6,17525,17855,0.533349241047536,0.514158067716376
43980,1,"Spencer, IA",10,10,13310,13310,0.731816121488337,0.731816121488337
44020,1,"Spirit Lake, IA",10,10,13524,13524,0.243355191568031,0.243355191568031
44060,2,"Spokane-Spokane Valley, WA",19,19,394230,394230,0.413172380317532,0.413172380317532
44100,2,"Springfield, IL",30,56,168495,363229,0.463876518815426,0.19807448003076
44140,1,"Springfield, MA",7,23,357978,462718,0.24873616865688,0.155276050106797
44180,5,"Springfield, MO",33,33,294902,294902,0.351303633647543,0.351303633647543
44220,1,"Springfield, OH",9,19,70131,147001,0.710221581445659,0.201261640699541
44260,2,"Starkville, MS",7,7,28806,28806,0.739011654812497,0.739011654812497
44300,1,"State College, PA",10,35,53770,157527,0.557451940671681,0.105310158179232
44340,2,"Statesboro, GA",8,8,39902,39902,0.707879861020133,0.707879861020133
44420,3,"Staunton-Stuarts Draft, VA",3,3,49114,49114,0.484127391529468,0.484127391529468
44460,2,"Steamboat Springs, CO",6,6,25846,25846,0.39607713061649,0.39607713061649
44500,1,"Stephenville, TX",2,2,24632,24632,0.760105759046632,0.760105759046632
44540,1,"Sterling, CO",6,6,15026,15026,0.837708998621299,0.837708998621299
44580,1,"Sterling, IL",11,33,36858,92163,0.24341857714864,0.0949396548228808
44620,1,"Stevens Point-Plover, WI",10,27,44485,70468,0.430850064837921,0.183890261567641
44660,1,"Stillwater, OK",6,6,61581,61581,0.631914316260761,0.631914316260761
44700,1,"Stockton-Lodi, CA",7,7,624942,624942,0.322565847610471,0.322565847610471
44740,1,"Storm Lake, IA",10,10,17023,17023,0.460541632584068,0.460541632584068
44780,1,"Sturgis, MI",8,24,26889,68669,0.271557324755537,0.0680711287710703
44860,1,"Sulphur Springs, TX",4,4,17749,17749,0.815694534704344,0.815694534704344
44900,1,"Summerville, GA",4,4,7295,7295,0.444370443481198,0.444370443481198
44940,1,"Sumter, SC",3,3,44027,44027,0.953111977336372,0.953111977336372
44980,2,"Sunbury, PA",15,47,46361,109353,0.124422772671957,0.0420181786246025
45000,1,"Susanville, CA",1,1,16315,16315,1,1
45020,1,"Sweetwater, TX",3,3,12011,12011,0.77729112562922,0.77729112562922
45060,3,"Syracuse, NY",38,94,263906,736468,0.318667031944266,0.0609488148112937
45140,1,"Tahlequah, OK",2,2,16960,16960,0.943108987017177,0.943108987017177
45180,2,"Talladega-Sylacauga, AL",12,12,43978,43978,0.244679005232175,0.244679005232175
45220,4,"Tallahassee, FL",10,10,218690,218690,0.814380531862287,0.814380531862287
45300,4,"Tampa-St. Petersburg-Clearwater, FL",35,35,1194072,1194072,0.172515805079428,0.172515805079428
45340,1,"Taos, NM",4,4,8948,8948,0.584525272827516,0.584525272827516
45380,1,"Taylorville, IL",13,30,23278,56940,0.276260839031718,0.108374078346941
45460,4,"Terre Haute, IN",25,62,90772,259275,0.430577179752069,0.101416200825751
45500,3,"Texarkana, TX-AR",18,18,93550,93550,0.257942923253199,0.257942923253199
45520,1,"The Dalles, OR",6,6,17641,17641,0.829627215904753,0.829627215904753
45580,1,"Thomaston, GA",2,2,10150,10150,0.926287383823922,0.926287383823922
45620,2,"Thomasville, GA",9,9,33625,33625,0.406859998507483,0.406859998507483
45660,1,"Tiffin, OH",8,23,35285,62641,0.395521356502525,0.1403867651163
45700,2,"Tifton, GA",6,6,24341,24341,0.535927924474337,0.535927924474337
45740,1,"Toccoa, GA",3,3,9764,9764,0.887290254848509,0.887290254848509
45780,3,"Toledo, OH",42,84,447391,670018,0.37424651038306,0.176475153994448
45820,5,"Topeka, KS",38,91,152736,243336,0.681723678766798,0.277015023570643
45860,1,"Torrington, CT",3,23,37315,114231,0.899254493950943,0.129769055844889
45880,1,"Town of Pecos, TX",3,3,13132,13132,0.932256253868381,0.932256253868381
45900,4,"Traverse City, MI",14,62,24522,162376,0.419200424904535,0.0472701592460743
45940,1,"Trenton-Princeton, NJ",5,12,131889,385898,0.527827967538588,0.150121028728469
45980,1,"Troy, AL",4,4,20104,20104,0.778034171571655,0.778034171571655
46020,1,"Truckee-Grass Valley, CA",3,3,34036,34036,0.426095244482759,0.426095244482759
46060,1,"Tucson, AZ",5,5,685938,685938,0.641191161514812,0.641191161514812
46100,2,"Tullahoma-Manchester, TN",3,3,39933,39933,0.395417499856296,0.395417499856296
46140,7,"Tulsa, OK",73,73,807991,807991,0.287903739185592,0.287903739185592
46180,3,"Tupelo, MS",13,13,68181,68181,0.336096491545621,0.336096491545621
46220,4,"Tuscaloosa, AL",23,23,159064,159064,0.440600563847343,0.440600563847343
46300,2,"Twin Falls, ID",11,11,80982,80982,0.464209500152197,0.464209500152197
46340,1,"Tyler, TX",10,10,134046,134046,0.647626392039513,0.647626392039513
46380,1,"Ukiah, CA",4,4,29137,29137,0.416175980325045,0.416175980325045
46460,1,"Union City, TN",8,8,16968,16968,0.45701964493277,0.45701964493277
46500,1,"Urbana, OH",7,19,17242,55941,0.447946426532751,0.126705390036958
46520,1,"Urban Honolulu, HI",1,1,963826,963826,1,1
46540,2,"Utica-Rome, NY",30,75,152730,341894,0.231236072930745,0.0603884392195263
46620,1,"Uvalde, TX",2,2,16713,16713,0.84639999670061,0.84639999670061
46660,3,"Valdosta, GA",8,8,69720,69720,0.643478251173697,0.643478251173697
46700,1,"Vallejo, CA",7,7,432844,432844,0.227297768636204,0.227297768636204
46780,1,"Van Wert, OH",9,21,14231,42963,0.611593179052357,0.157277146331646
46820,1,"Vermillion, SD",2,14,12145,14958,0.945111079736564,0.627023437609082
46860,1,"Vernal, UT",3,3,13736,13736,0.59187471740168,0.59187471740168
46900,1,"Vernon, TX",1,1,10045,10045,1,1
46980,1,"Vicksburg, MS",1,1,20904,20904,1,1
47020,2,"Victoria, TX",2,2,67001,67001,0.952698115950048,0.952698115950048
47080,2,"Vidalia, GA",9,9,18636,18636,0.394622229390654,0.394622229390654
47180,1,"Vincennes, IN",9,19,22354,58310,0.573750188002307,0.232491025662782
47220,1,"Vineland, NJ",4,14,115849,153627,0.388362199355031,0.228806545985964
47240,1,"Vineyard Haven, MA",0,7,0,21097,0,0.218472571733178
47260,12,"Virginia Beach-Chesapeake-Norfolk, VA-NC",15,15,1501107,1501107,0.177615013113027,0.177615013113027
47300,1,"Visalia, CA",8,8,342505,342505,0.25953266327361,0.25953266327361
47340,1,"Wabash, IN",5,12,17364,48180,0.455872221922397,0.1722174809388
47380,3,"Waco, TX",30,30,232492,232492,0.374937578204091,0.374937578204091
47420,2,"Wahpeton, ND-MN",22,80,15990,23151,0.300039486843129,0.145480872868941
47460,1,"Walla Walla, WA",4,4,45393,45393,0.606809737009823,0.606809737009823
47540,1,"Wapakoneta, OH",8,22,27932,74073,0.243815138579733,0.104251420944539
47580,2,"Warner Robins, GA",5,5,126420,126420,0.456720936414507,0.456720936414507
47620,1,"Warren, PA",6,27,12694,38134,0.554456762664683,0.0932792652632081
47660,1,"Warrensburg, MO",7,7,25868,25868,0.59583241705119,0.59583241705119
47700,1,"Warsaw, IN",13,30,31098,111204,0.30356089345737,0.114463966912913
47780,1,"Washington, IN",7,17,15590,48987,0.609734772664341,0.190948536928673
47820,1,"Washington, NC",7,7,13082,13082,0.567577984278999,0.567577984278999
47900,20,"Washington-Arlington-Alexandria, DC-VA-MD-WV",94,94,1688516,1688516,0.176842904248076,0.176842904248076
47920,1,"Washington Court House, OH",5,15,16762,31172,0.756121051302099,0.248829198814593
47930,1,"Waterbury-Shelton, CT",6,19,278468,449929,0.25592402793637,0.112277933604762
47940,3,"Waterloo-Cedar Falls, IA",26,26,146513,146513,0.292616115587303,0.292616115587303
47980,1,"Watertown, SD",6,23,23766,28427,0.914516464701362,0.641627003671251
48020,1,"Watertown-Fort Atkinson, WI",8,24,58788,89844,0.233851183278747,0.110261987564826
48060,1,"Watertown-Fort Drum, NY",20,42,44389,136109,0.321988386847495,0.0829982492864919
48140,1,"Wausau, WI",16,56,87061,135431,0.258183576933985,0.112581822714881
48180,2,"Waycross, GA",4,4,18511,18511,0.591280001444943,0.591280001444943
48200,1,"Waynesville, NC",4,4,17672,17672,0.409504592871952,0.409504592871952
48220,2,"Weatherford, OK",16,16,30197,30197,0.25059521139089,0.25059521139089
48260,3,"Weirton-Steubenville, WV-OH",26,40,65960,112787,0.17339055341992,0.0791167120242239
48300,2,"Wenatchee-East Wenatchee, WA",10,10,65956,65956,0.345041905276565,0.345041905276565
48460,1,"West Plains, MO",4,4,17024,17024,0.549951463093678,0.549951463093678
48540,3,"Wheeling, WV-OH",24,40,74372,140221,0.162756815888465,0.07341427693452
48580,1,"Whitewater-Elkhorn, WI",12,28,66132,109814,0.124265118315667,0.0573133472194761
48620,4,"Wichita, KS",50,150,577787,770192,0.475214393148413,0.27026110663364
48660,3,"Wichita Falls, TX",18,18,133706,133706,0.603689292618417,0.603689292618417
48680,1,"Wildwood-The Villages, FL",5,5,21969,21969,0.589842606356043,0.589842606356043
48700,1,"Williamsport, PA",10,52,50878,113605,0.330201017589751,0.0851643978838287
48780,1,"Williston, ND",8,60,30580,38284,0.804005103426623,0.516730913104587
48820,1,"Willmar, MN",12,36,27429,43769,0.596169552146007,0.245328036349987
48900,3,"Wilmington, NC",29,29,213186,213186,0.326797001012998,0.326797001012998
48940,1,"Wilmington, OH",8,21,21830,51332,0.382500616411034,0.102830160360612
48980,1,"Wilson, NC",7,7,52067,52067,0.841766885595275,0.841766885595275
49010,1,"Winchester, TN",5,5,16840,16840,0.373055952065267,0.373055952065267
49020,3,"Winchester, VA-WV",5,5,33730,33730,0.704003553093228,0.704003553093228
49080,1,"Winnemucca, NV",1,1,8603,8603,1,1
49100,1,"Winona, MN",11,30,38451,49533,0.480914121981737,0.293042441473518
49180,5,"Winston-Salem, NC",23,23,406326,406326,0.395808368391954,0.395808368391954
49220,1,"Wisconsin Rapids-Marshfield, WI",12,34,46415,74857,0.332927269123785,0.145770417349847
49260,1,"Woodward, OK",5,5,13664,13664,0.778850780645838,0.778850780645838
49300,1,"Wooster, OH",15,31,55741,139660,0.273958026162168,0.0715336147365847
49340,1,"Worcester, MA",5,60,330111,862029,0.429524629756208,0.0736735489396156
49380,1,"Worthington, MN",11,31,17485,21991,0.624072406848339,0.396799933125461
49420,1,"Yakima, WA",14,14,168243,168243,0.352272046896362,0.352272046896362
49460,1,"Yankton, SD",6,15,16349,18866,0.894198095497104,0.674611733008873
49620,1,"York-Hanover, PA",37,72,123326,458696,0.162708411411153,0.0361531387149244
49660,2,"Youngstown-Warren, OH",21,59,189975,479886,0.165636696456881,0.049668200322723
49700,2,"Yuba City, CA",4,4,95272,95272,0.561454545863342,0.561454545863342
49740,1,"Yuma, AZ",4,4,151184,151184,0.482643751573427,0.482643751573427
49780,1,"Zanesville, OH",10,35,34723,96410,0.52098225674341,0.0957477844192659
